COUNTYNAME,FIPS,SID,NAME,dummy,wind_kt
LEON,12073,2018146N19273,ALBERTO,1,34
LEON,12073,2018280N18273,MICHAEL,1,50
LEON,12073,2019291N22264,NESTOR,1,34
LEON,12073,2020256N25281,SALLY,1,34
LEON,12073,2020306N15288,ETA,1,34
LEON,12073,2021182N09317,ELSA,1,34
LEON,12073,2021222N14301,FRED,1,34
LEON,12073,2021252N28273,MINDY,1,34
LEON,12073,2022266N12294,IAN,1,34
LEON,12073,2022311N21293,NICOLE,1,34
LEON,12073,2023239N21274,IDALIA,1,50
LEON,12073,2024214N18298,DEBBY,1,50
LEON,12073,2024266N14277,HELENE,1,64
LEON,12073,2024278N21265,MILTON,1,34
LEVY,12075,2016158N22272,COLIN,1,34
LEVY,12075,2016242N24279,HERMINE,1,50
LEVY,12075,2016257N27280,JULIA,1,34
LEVY,12075,2016273N13300,MATTHEW,1,34
LEVY,12075,2017242N16333,IRMA,1,50
LEVY,12075,2018280N18273,MICHAEL,1,34
LEVY,12075,2019236N10314,DORIAN,1,34
LEVY,12075,2019291N22264,NESTOR,1,34
LEVY,12075,2020306N15288,ETA,1,50
LEVY,12075,2021182N09317,ELSA,1,50
LEVY,12075,2022154N21273,ALEX,1,34
LEVY,12075,2022266N12294,IAN,1,34
LEVY,12075,2022311N21293,NICOLE,1,50
LEVY,12075,2023239N21274,IDALIA,1,50
LEVY,12075,2024214N18298,DEBBY,1,50
LEVY,12075,2024232N12229,HONE,1,34
LEVY,12075,2024266N14277,HELENE,1,50
LEVY,12075,2024278N21265,MILTON,1,50
LIBERTY,12077,2016158N22272,COLIN,1,34
LIBERTY,12077,2016242N24279,HERMINE,1,64
LIBERTY,12077,2017242N16333,IRMA,1,50
LIBERTY,12077,2018146N19273,ALBERTO,1,34
LIBERTY,12077,2018280N18273,MICHAEL,1,64
LIBERTY,12077,2019291N22264,NESTOR,1,34
LIBERTY,12077,2020256N25281,SALLY,1,34
LIBERTY,12077,2020306N15288,ETA,1,34
LIBERTY,12077,2021182N09317,ELSA,1,34
LIBERTY,12077,2021222N14301,FRED,1,50
LIBERTY,12077,2021252N28273,MINDY,1,50
LIBERTY,12077,2022266N12294,IAN,1,34
LIBERTY,12077,2022311N21293,NICOLE,1,34
LIBERTY,12077,2023239N21274,IDALIA,1,50
LIBERTY,12077,2024214N18298,DEBBY,1,50
LIBERTY,12077,2024266N14277,HELENE,1,64
LIBERTY,12077,2024278N21265,MILTON,1,34
MADISON,12079,2016158N22272,COLIN,1,34
MADISON,12079,2016242N24279,HERMINE,1,64
MADISON,12079,2016257N27280,JULIA,1,34
MADISON,12079,2016273N13300,MATTHEW,1,34
MADISON,12079,2017242N16333,IRMA,1,50
MADISON,12079,2018280N18273,MICHAEL,1,34
MADISON,12079,2019291N22264,NESTOR,1,34
MADISON,12079,2020306N15288,ETA,1,34
MADISON,12079,2021182N09317,ELSA,1,50
MADISON,12079,2021222N14301,FRED,1,34
MADISON,12079,2021252N28273,MINDY,1,34
MADISON,12079,2022266N12294,IAN,1,34
MADISON,12079,2022311N21293,NICOLE,1,34
MADISON,12079,2023239N21274,IDALIA,1,64
MADISON,12079,2024214N18298,DEBBY,1,50
MADISON,12079,2024266N14277,HELENE,1,64
MADISON,12079,2024278N21265,MILTON,1,34
MANATEE,12081,2016158N22272,COLIN,1,34
MANATEE,12081,2016242N24279,HERMINE,1,34
MANATEE,12081,2016273N13300,MATTHEW,1,34
MANATEE,12081,2017212N28275,EMILY,1,50
MANATEE,12081,2017242N16333,IRMA,1,64
MANATEE,12081,2018146N19273,ALBERTO,1,34
MANATEE,12081,2019291N22264,NESTOR,1,34
MANATEE,12081,2020256N25281,SALLY,1,34
MANATEE,12081,2020306N15288,ETA,1,34
MANATEE,12081,2021182N09317,ELSA,1,34
MANATEE,12081,2022154N21273,ALEX,1,34
MANATEE,12081,2022266N12294,IAN,1,64
MANATEE,12081,2022311N21293,NICOLE,1,50
MANATEE,12081,2023239N21274,IDALIA,1,34
MANATEE,12081,2024214N18298,DEBBY,1,34
MANATEE,12081,2024232N12229,HONE,1,34
MANATEE,12081,2024266N14277,HELENE,1,34
MANATEE,12081,2024278N21265,MILTON,1,64
MARION,12083,2016158N22272,COLIN,1,34
MARION,12083,2016242N24279,HERMINE,1,50
MARION,12083,2016257N27280,JULIA,1,34
MARION,12083,2016273N13300,MATTHEW,1,50
MARION,12083,2017242N16333,IRMA,1,64
MARION,12083,2019236N10314,DORIAN,1,34
MARION,12083,2019291N22264,NESTOR,1,34
MARION,12083,2020211N13306,ISAIAS,1,34
MARION,12083,2020306N15288,ETA,1,34
MARION,12083,2021182N09317,ELSA,1,34
MARION,12083,2022154N21273,ALEX,1,34
MARION,12083,2022266N12294,IAN,1,50
MARION,12083,2022311N21293,NICOLE,1,50
MARION,12083,2023239N21274,IDALIA,1,34
MARION,12083,2024214N18298,DEBBY,1,50
MARION,12083,2024232N12229,HONE,1,34
MARION,12083,2024266N14277,HELENE,1,50
MARION,12083,2024278N21265,MILTON,1,50
MARTIN,12085,2014180N32282,ARTHUR,1,34
MARTIN,12085,2016273N13300,MATTHEW,1,64
MARTIN,12085,2017242N16333,IRMA,1,64
MARTIN,12085,2019236N10314,DORIAN,1,50
MARTIN,12085,2020211N13306,ISAIAS,1,50
MARTIN,12085,2020306N15288,ETA,1,34
MARTIN,12085,2022154N21273,ALEX,1,34
MARTIN,12085,2022266N12294,IAN,1,50
MARTIN,12085,2022311N21293,NICOLE,1,50
MARTIN,12085,2024232N12229,HONE,1,34
MARTIN,12085,2024266N14277,HELENE,1,34
MARTIN,12085,2024278N21265,MILTON,1,50
MIAMI-DADE,12086,2015229N08212,KILO,1,34
MIAMI-DADE,12086,2016273N13300,MATTHEW,1,34
MIAMI-DADE,12086,2017242N16333,IRMA,1,64
MIAMI-DADE,12086,2018213N12245,HECTOR,1,34
MIAMI-DADE,12086,2018246N22283,GORDON,1,34
MIAMI-DADE,12086,2019236N10314,DORIAN,1,34
MIAMI-DADE,12086,2020211N13306,ISAIAS,1,50
MIAMI-DADE,12086,2020256N25281,SALLY,1,34
MIAMI-DADE,12086,2020306N15288,ETA,1,50
MIAMI-DADE,12086,2022154N21273,ALEX,1,34
MIAMI-DADE,12086,2022266N12294,IAN,1,50
MIAMI-DADE,12086,2022311N21293,NICOLE,1,34
MIAMI-DADE,12086,2024232N12229,HONE,1,34
MIAMI-DADE,12086,2024266N14277,HELENE,1,34
MIAMI-DADE,12086,2024278N21265,MILTON,1,34
MONROE,12087,2015229N08212,KILO,1,50
MONROE,12087,2016273N13300,MATTHEW,1,34
MONROE,12087,2017242N16333,IRMA,1,64
MONROE,12087,2018213N12245,HECTOR,1,34
MONROE,12087,2018246N22283,GORDON,1,34
MONROE,12087,2019236N10314,DORIAN,1,34
MONROE,12087,2020211N13306,ISAIAS,1,34
MONROE,12087,2020233N14313,LAURA,1,34
MONROE,12087,2020256N25281,SALLY,1,34
MONROE,12087,2020306N15288,ETA,1,50
MONROE,12087,2021182N09317,ELSA,1,50
MONROE,12087,2021222N14301,FRED,1,34
MONROE,12087,2022154N21273,ALEX,1,34
MONROE,12087,2022266N12294,IAN,1,50
MONROE,12087,2022311N21293,NICOLE,1,34
MONROE,12087,2024214N18298,DEBBY,1,34
MONROE,12087,2024232N12229,HONE,1,34
MONROE,12087,2024266N14277,HELENE,1,34
MONROE,12087,2024278N21265,MILTON,1,34
MONROE,12087,2024307N10278,RAFAEL,1,34
NASSAU,12089,2016158N22272,COLIN,1,34
NASSAU,12089,2016242N24279,HERMINE,1,50
NASSAU,12089,2016257N27280,JULIA,1,34
NASSAU,12089,2016273N13300,MATTHEW,1,64
NASSAU,12089,2017240N31279,UNNAMED,1,34
NASSAU,12089,2017242N16333,IRMA,1,50
NASSAU,12089,2018280N18273,MICHAEL,1,34
NASSAU,12089,2019236N10314,DORIAN,1,50
NASSAU,12089,2019291N22264,NESTOR,1,34
NASSAU,12089,2020211N13306,ISAIAS,1,34
NASSAU,12089,2020306N15288,ETA,1,34
NASSAU,12089,2021182N09317,ELSA,1,34
NASSAU,12089,2022154N21273,ALEX,1,34
NASSAU,12089,2022266N12294,IAN,1,50
NASSAU,12089,2022311N21293,NICOLE,1,34
NASSAU,12089,2023239N21274,IDALIA,1,50
NASSAU,12089,2024214N18298,DEBBY,1,50
NASSAU,12089,2024266N14277,HELENE,1,34
NASSAU,12089,2024278N21265,MILTON,1,34
OKALOOSA,12091,2016158N22272,COLIN,1,34
OKALOOSA,12091,2016242N24279,HERMINE,1,34
OKALOOSA,12091,2017242N16333,IRMA,1,34
OKALOOSA,12091,2018146N19273,ALBERTO,1,34
OKALOOSA,12091,2018280N18273,MICHAEL,1,50
OKALOOSA,12091,2019291N22264,NESTOR,1,34
OKALOOSA,12091,2020154N19269,CRISTOBAL,1,34
OKALOOSA,12091,2020256N25281,SALLY,1,50
OKALOOSA,12091,2020299N18277,ZETA,1,34
OKALOOSA,12091,2021169N23268,CLAUDETTE,1,34
OKALOOSA,12091,2021222N14301,FRED,1,34
OKALOOSA,12091,2022266N12294,IAN,1,34
OKALOOSA,12091,2022311N21293,NICOLE,1,34
OKALOOSA,12091,2023239N21274,IDALIA,1,34
OKALOOSA,12091,2024266N14277,HELENE,1,34
OKEECHOBEE,12093,2016158N22272,COLIN,1,34
OKEECHOBEE,12093,2016257N27280,JULIA,1,34
OKEECHOBEE,12093,2016273N13300,MATTHEW,1,50
OKEECHOBEE,12093,2017242N16333,IRMA,1,64
OKEECHOBEE,12093,2019236N10314,DORIAN,1,34
OKEECHOBEE,12093,2020211N13306,ISAIAS,1,34
OKEECHOBEE,12093,2020306N15288,ETA,1,34
OKEECHOBEE,12093,2022154N21273,ALEX,1,34
OKEECHOBEE,12093,2022266N12294,IAN,1,64
OKEECHOBEE,12093,2022311N21293,NICOLE,1,50
OKEECHOBEE,12093,2024232N12229,HONE,1,34
OKEECHOBEE,12093,2024266N14277,HELENE,1,34
OKEECHOBEE,12093,2024278N21265,MILTON,1,50
ORANGE,12095,2016158N22272,COLIN,1,34
ORANGE,12095,2016257N27280,JULIA,1,34
ORANGE,12095,2016273N13300,MATTHEW,1,64
ORANGE,12095,2017242N16333,IRMA,1,64
ORANGE,12095,2019236N10314,DORIAN,1,50
ORANGE,12095,2019291N22264,NESTOR,1,34
ORANGE,12095,2020211N13306,ISAIAS,1,34
ORANGE,12095,2020306N15288,ETA,1,34
ORANGE,12095,2022154N21273,ALEX,1,34
ORANGE,12095,2022266N12294,IAN,1,50
ORANGE,12095,2022311N21293,NICOLE,1,50
ORANGE,12095,2023239N21274,IDALIA,1,34
ORANGE,12095,2024214N18298,DEBBY,1,34
ORANGE,12095,2024232N12229,HONE,1,34
ORANGE,12095,2024266N14277,HELENE,1,34
ORANGE,12095,2024278N21265,MILTON,1,64
OSCEOLA,12097,2016158N22272,COLIN,1,34
OSCEOLA,12097,2016257N27280,JULIA,1,34
OSCEOLA,12097,2016273N13300,MATTHEW,1,64
OSCEOLA,12097,2017242N16333,IRMA,1,64
OSCEOLA,12097,2019236N10314,DORIAN,1,50
OSCEOLA,12097,2019291N22264,NESTOR,1,34
OSCEOLA,12097,2020211N13306,ISAIAS,1,34
OSCEOLA,12097,2020306N15288,ETA,1,34
OSCEOLA,12097,2022154N21273,ALEX,1,34
OSCEOLA,12097,2022266N12294,IAN,1,64
OSCEOLA,12097,2022311N21293,NICOLE,1,50
OSCEOLA,12097,2023239N21274,IDALIA,1,34
OSCEOLA,12097,2024214N18298,DEBBY,1,34
OSCEOLA,12097,2024232N12229,HONE,1,34
OSCEOLA,12097,2024266N14277,HELENE,1,34
OSCEOLA,12097,2024278N21265,MILTON,1,64
PALM BEACH,12099,2014180N32282,ARTHUR,1,34
PALM BEACH,12099,2015229N08212,KILO,1,34
PALM BEACH,12099,2016273N13300,MATTHEW,1,64
PALM BEACH,12099,2017242N16333,IRMA,1,64
PALM BEACH,12099,2018213N12245,HECTOR,1,34
PALM BEACH,12099,2019236N10314,DORIAN,1,50
PALM BEACH,12099,2020211N13306,ISAIAS,1,50
PALM BEACH,12099,2020256N25281,SALLY,1,34
PALM BEACH,12099,2020306N15288,ETA,1,34
PALM BEACH,12099,2022154N21273,ALEX,1,34
PALM BEACH,12099,2022266N12294,IAN,1,50
PALM BEACH,12099,2022311N21293,NICOLE,1,50
PALM BEACH,12099,2024232N12229,HONE,1,34
PALM BEACH,12099,2024266N14277,HELENE,1,34
PALM BEACH,12099,2024278N21265,MILTON,1,50
PASCO,12101,2016158N22272,COLIN,1,34
PASCO,12101,2016242N24279,HERMINE,1,34
PASCO,12101,2016273N13300,MATTHEW,1,34
PASCO,12101,2017212N28275,EMILY,1,34
PASCO,12101,2017242N16333,IRMA,1,64
PASCO,12101,2019236N10314,DORIAN,1,34
PASCO,12101,2019291N22264,NESTOR,1,34
PASCO,12101,2020306N15288,ETA,1,50
PASCO,12101,2021182N09317,ELSA,1,34
PASCO,12101,2022154N21273,ALEX,1,34
PASCO,12101,2022266N12294,IAN,1,50
PASCO,12101,2022311N21293,NICOLE,1,50
PASCO,12101,2023239N21274,IDALIA,1,34
PASCO,12101,2024214N18298,DEBBY,1,50
PASCO,12101,2024232N12229,HONE,1,34
PASCO,12101,2024266N14277,HELENE,1,50
PASCO,12101,2024278N21265,MILTON,1,64
PINELLAS,12103,2016158N22272,COLIN,1,34
PINELLAS,12103,2016242N24279,HERMINE,1,34
PINELLAS,12103,2016273N13300,MATTHEW,1,34
PINELLAS,12103,2017212N28275,EMILY,1,50
PINELLAS,12103,2017242N16333,IRMA,1,64
PINELLAS,12103,2018146N19273,ALBERTO,1,34
PINELLAS,12103,2019291N22264,NESTOR,1,34
PINELLAS,12103,2020256N25281,SALLY,1,34
PINELLAS,12103,2020306N15288,ETA,1,50
PINELLAS,12103,2021182N09317,ELSA,1,34
PINELLAS,12103,2022154N21273,ALEX,1,34
PINELLAS,12103,2022266N12294,IAN,1,50
PINELLAS,12103,2022311N21293,NICOLE,1,50
PINELLAS,12103,2023239N21274,IDALIA,1,34
PINELLAS,12103,2024214N18298,DEBBY,1,50
PINELLAS,12103,2024232N12229,HONE,1,34
PINELLAS,12103,2024266N14277,HELENE,1,50
PINELLAS,12103,2024278N21265,MILTON,1,64
POLK,12105,2016158N22272,COLIN,1,34
POLK,12105,2016242N24279,HERMINE,1,34
POLK,12105,2016257N27280,JULIA,1,34
POLK,12105,2016273N13300,MATTHEW,1,50
POLK,12105,2017212N28275,EMILY,1,34
POLK,12105,2017242N16333,IRMA,1,64
POLK,12105,2019236N10314,DORIAN,1,34
POLK,12105,2019291N22264,NESTOR,1,34
POLK,12105,2020211N13306,ISAIAS,1,34
POLK,12105,2020306N15288,ETA,1,34
POLK,12105,2021182N09317,ELSA,1,34
POLK,12105,2022154N21273,ALEX,1,34
POLK,12105,2022266N12294,IAN,1,64
POLK,12105,2022311N21293,NICOLE,1,50
POLK,12105,2023239N21274,IDALIA,1,34
POLK,12105,2024214N18298,DEBBY,1,34
POLK,12105,2024232N12229,HONE,1,34
POLK,12105,2024266N14277,HELENE,1,34
POLK,12105,2024278N21265,MILTON,1,64
PUTNAM,12107,2016158N22272,COLIN,1,34
PUTNAM,12107,2016242N24279,HERMINE,1,50
PUTNAM,12107,2016257N27280,JULIA,1,34
PUTNAM,12107,2016273N13300,MATTHEW,1,64
PUTNAM,12107,2017242N16333,IRMA,1,50
PUTNAM,12107,2019236N10314,DORIAN,1,50
PUTNAM,12107,2019291N22264,NESTOR,1,34
PUTNAM,12107,2020211N13306,ISAIAS,1,34
PUTNAM,12107,2020306N15288,ETA,1,34
PUTNAM,12107,2021182N09317,ELSA,1,34
PUTNAM,12107,2022154N21273,ALEX,1,34
PUTNAM,12107,2022266N12294,IAN,1,50
PUTNAM,12107,2022311N21293,NICOLE,1,50
PUTNAM,12107,2023239N21274,IDALIA,1,34
PUTNAM,12107,2024214N18298,DEBBY,1,50
PUTNAM,12107,2024232N12229,HONE,1,34
PUTNAM,12107,2024266N14277,HELENE,1,34
PUTNAM,12107,2024278N21265,MILTON,1,50
SANTA ROSA,12113,2016158N22272,COLIN,1,34
SANTA ROSA,12113,2016242N24279,HERMINE,1,34
SANTA ROSA,12113,2017242N16333,IRMA,1,34
SANTA ROSA,12113,2017277N11279,NATE,1,34
SANTA ROSA,12113,2018146N19273,ALBERTO,1,34
SANTA ROSA,12113,2018246N22283,GORDON,1,34
SANTA ROSA,12113,2018280N18273,MICHAEL,1,50
SANTA ROSA,12113,2019291N22264,NESTOR,1,34
SANTA ROSA,12113,2020154N19269,CRISTOBAL,1,34
SANTA ROSA,12113,2020256N25281,SALLY,1,64
SANTA ROSA,12113,2020299N18277,ZETA,1,34
SANTA ROSA,12113,2021169N23268,CLAUDETTE,1,34
SANTA ROSA,12113,2021222N14301,FRED,1,34
SANTA ROSA,12113,2022266N12294,IAN,1,34
SANTA ROSA,12113,2022311N21293,NICOLE,1,34
SANTA ROSA,12113,2023239N21274,IDALIA,1,34
SANTA ROSA,12113,2024266N14277,HELENE,1,34
SARASOTA,12115,2016158N22272,COLIN,1,34
SARASOTA,12115,2016242N24279,HERMINE,1,34
SARASOTA,12115,2016273N13300,MATTHEW,1,34
SARASOTA,12115,2017212N28275,EMILY,1,50
SARASOTA,12115,2017242N16333,IRMA,1,64
SARASOTA,12115,2018146N19273,ALBERTO,1,34
SARASOTA,12115,2020256N25281,SALLY,1,34
SARASOTA,12115,2020306N15288,ETA,1,34
SARASOTA,12115,2021182N09317,ELSA,1,34
SARASOTA,12115,2022154N21273,ALEX,1,34
SARASOTA,12115,2022266N12294,IAN,1,64
SARASOTA,12115,2022311N21293,NICOLE,1,50
SARASOTA,12115,2023239N21274,IDALIA,1,34
SARASOTA,12115,2024214N18298,DEBBY,1,34
SARASOTA,12115,2024232N12229,HONE,1,34
SARASOTA,12115,2024266N14277,HELENE,1,34
SARASOTA,12115,2024278N21265,MILTON,1,64
SEMINOLE,12117,2016158N22272,COLIN,1,34
SEMINOLE,12117,2016257N27280,JULIA,1,34
SEMINOLE,12117,2016273N13300,MATTHEW,1,64
SEMINOLE,12117,2017242N16333,IRMA,1,64
SEMINOLE,12117,2019236N10314,DORIAN,1,50
SEMINOLE,12117,2019291N22264,NESTOR,1,34
SEMINOLE,12117,2020211N13306,ISAIAS,1,34
SEMINOLE,12117,2020306N15288,ETA,1,34
SEMINOLE,12117,2022154N21273,ALEX,1,34
SEMINOLE,12117,2022266N12294,IAN,1,50
SEMINOLE,12117,2022311N21293,NICOLE,1,50
SEMINOLE,12117,2023239N21274,IDALIA,1,34
SEMINOLE,12117,2024214N18298,DEBBY,1,34
SEMINOLE,12117,2024232N12229,HONE,1,34
SEMINOLE,12117,2024266N14277,HELENE,1,34
SEMINOLE,12117,2024278N21265,MILTON,1,64
ST. JOHNS,12109,2016158N22272,COLIN,1,34
ST. JOHNS,12109,2016242N24279,HERMINE,1,50
ST. JOHNS,12109,2016257N27280,JULIA,1,34
ST. JOHNS,12109,2016273N13300,MATTHEW,1,64
ST. JOHNS,12109,2017240N31279,UNNAMED,1,34
ST. JOHNS,12109,2017242N16333,IRMA,1,50
ST. JOHNS,12109,2019236N10314,DORIAN,1,50
ST. JOHNS,12109,2019291N22264,NESTOR,1,34
ST. JOHNS,12109,2020211N13306,ISAIAS,1,34
ST. JOHNS,12109,2020306N15288,ETA,1,34
ST. JOHNS,12109,2021182N09317,ELSA,1,34
ST. JOHNS,12109,2022154N21273,ALEX,1,34
ST. JOHNS,12109,2022266N12294,IAN,1,50
ST. JOHNS,12109,2022311N21293,NICOLE,1,50
ST. JOHNS,12109,2023239N21274,IDALIA,1,34
ST. JOHNS,12109,2024214N18298,DEBBY,1,34
ST. JOHNS,12109,2024266N14277,HELENE,1,34
ST. JOHNS,12109,2024278N21265,MILTON,1,50
ST. LUCIE,12111,2014180N32282,ARTHUR,1,34
ST. LUCIE,12111,2016257N27280,JULIA,1,34
ST. LUCIE,12111,2016273N13300,MATTHEW,1,64
ST. LUCIE,12111,2017242N16333,IRMA,1,50
ST. LUCIE,12111,2019236N10314,DORIAN,1,50
ST. LUCIE,12111,2020211N13306,ISAIAS,1,50
ST. LUCIE,12111,2020306N15288,ETA,1,34
ST. LUCIE,12111,2022154N21273,ALEX,1,34
ST. LUCIE,12111,2022266N12294,IAN,1,64
ST. LUCIE,12111,2022311N21293,NICOLE,1,64
ST. LUCIE,12111,2024232N12229,HONE,1,34
ST. LUCIE,12111,2024266N14277,HELENE,1,34
ST. LUCIE,12111,2024278N21265,MILTON,1,50
SUMTER,12119,2016158N22272,COLIN,1,34
SUMTER,12119,2016242N24279,HERMINE,1,34
SUMTER,12119,2016257N27280,JULIA,1,34
SUMTER,12119,2016273N13300,MATTHEW,1,50
SUMTER,12119,2017212N28275,EMILY,1,34
SUMTER,12119,2017242N16333,IRMA,1,64
SUMTER,12119,2019236N10314,DORIAN,1,34
SUMTER,12119,2019291N22264,NESTOR,1,34
SUMTER,12119,2020211N13306,ISAIAS,1,34
SUMTER,12119,2020306N15288,ETA,1,34
SUMTER,12119,2021182N09317,ELSA,1,34
SUMTER,12119,2022154N21273,ALEX,1,34
SUMTER,12119,2022266N12294,IAN,1,50
SUMTER,12119,2022311N21293,NICOLE,1,50
SUMTER,12119,2023239N21274,IDALIA,1,34
SUMTER,12119,2024214N18298,DEBBY,1,34
SUMTER,12119,2024232N12229,HONE,1,34
SUMTER,12119,2024266N14277,HELENE,1,34
SUMTER,12119,2024278N21265,MILTON,1,50
SUWANNEE,12121,2016158N22272,COLIN,1,34
SUWANNEE,12121,2016242N24279,HERMINE,1,50
SUWANNEE,12121,2016257N27280,JULIA,1,34
SUWANNEE,12121,2016273N13300,MATTHEW,1,34
SUWANNEE,12121,2017242N16333,IRMA,1,50
SUWANNEE,12121,2018280N18273,MICHAEL,1,34
SUWANNEE,12121,2019236N10314,DORIAN,1,34
SUWANNEE,12121,2019291N22264,NESTOR,1,34
SUWANNEE,12121,2020306N15288,ETA,1,34
SUWANNEE,12121,2021182N09317,ELSA,1,50
SUWANNEE,12121,2021252N28273,MINDY,1,34
SUWANNEE,12121,2022154N21273,ALEX,1,34
SUWANNEE,12121,2022266N12294,IAN,1,34
SUWANNEE,12121,2022311N21293,NICOLE,1,34
SUWANNEE,12121,2023239N21274,IDALIA,1,64
SUWANNEE,12121,2024214N18298,DEBBY,1,64
SUWANNEE,12121,2024266N14277,HELENE,1,64
SUWANNEE,12121,2024278N21265,MILTON,1,34
TAYLOR,12123,2016158N22272,COLIN,1,34
TAYLOR,12123,2016242N24279,HERMINE,1,64
TAYLOR,12123,2016273N13300,MATTHEW,1,34
TAYLOR,12123,2017242N16333,IRMA,1,50
TAYLOR,12123,2018280N18273,MICHAEL,1,50
TAYLOR,12123,2019291N22264,NESTOR,1,34
TAYLOR,12123,2020306N15288,ETA,1,34
TAYLOR,12123,2021182N09317,ELSA,1,50
TAYLOR,12123,2021222N14301,FRED,1,34
TAYLOR,12123,2021252N28273,MINDY,1,34
TAYLOR,12123,2022266N12294,IAN,1,34
TAYLOR,12123,2022311N21293,NICOLE,1,34
TAYLOR,12123,2023239N21274,IDALIA,1,64
TAYLOR,12123,2024214N18298,DEBBY,1,64
TAYLOR,12123,2024266N14277,HELENE,1,64
TAYLOR,12123,2024278N21265,MILTON,1,34
UNION,12125,2016158N22272,COLIN,1,34
UNION,12125,2016242N24279,HERMINE,1,50
UNION,12125,2016257N27280,JULIA,1,34
UNION,12125,2016273N13300,MATTHEW,1,50
UNION,12125,2017242N16333,IRMA,1,50
UNION,12125,2018280N18273,MICHAEL,1,34
UNION,12125,2019236N10314,DORIAN,1,34
UNION,12125,2019291N22264,NESTOR,1,34
UNION,12125,2020306N15288,ETA,1,34
UNION,12125,2021182N09317,ELSA,1,34
UNION,12125,2022154N21273,ALEX,1,34
UNION,12125,2022266N12294,IAN,1,34
UNION,12125,2022311N21293,NICOLE,1,34
UNION,12125,2023239N21274,IDALIA,1,50
UNION,12125,2024214N18298,DEBBY,1,50
UNION,12125,2024266N14277,HELENE,1,50
UNION,12125,2024278N21265,MILTON,1,34
VOLUSIA,12127,2016158N22272,COLIN,1,34
VOLUSIA,12127,2016242N24279,HERMINE,1,34
VOLUSIA,12127,2016257N27280,JULIA,1,34
VOLUSIA,12127,2016273N13300,MATTHEW,1,64
VOLUSIA,12127,2017242N16333,IRMA,1,50
VOLUSIA,12127,2019236N10314,DORIAN,1,50
VOLUSIA,12127,2019291N22264,NESTOR,1,34
VOLUSIA,12127,2020211N13306,ISAIAS,1,50
VOLUSIA,12127,2020306N15288,ETA,1,34
VOLUSIA,12127,2022154N21273,ALEX,1,34
VOLUSIA,12127,2022266N12294,IAN,1,64
VOLUSIA,12127,2022311N21293,NICOLE,1,50
VOLUSIA,12127,2023239N21274,IDALIA,1,34
VOLUSIA,12127,2024214N18298,DEBBY,1,34
VOLUSIA,12127,2024232N12229,HONE,1,34
VOLUSIA,12127,2024266N14277,HELENE,1,34
VOLUSIA,12127,2024278N21265,MILTON,1,64
WAKULLA,12129,2016158N22272,COLIN,1,34
WAKULLA,12129,2016242N24279,HERMINE,1,64
WAKULLA,12129,2017242N16333,IRMA,1,50
WAKULLA,12129,2018146N19273,ALBERTO,1,34
WAKULLA,12129,2018280N18273,MICHAEL,1,64
WAKULLA,12129,2019291N22264,NESTOR,1,34
WAKULLA,12129,2020256N25281,SALLY,1,34
WAKULLA,12129,2020306N15288,ETA,1,34
WAKULLA,12129,2021182N09317,ELSA,1,34
WAKULLA,12129,2021222N14301,FRED,1,50
WAKULLA,12129,2021252N28273,MINDY,1,34
WAKULLA,12129,2022266N12294,IAN,1,34
WAKULLA,12129,2022311N21293,NICOLE,1,34
WAKULLA,12129,2023239N21274,IDALIA,1,50
WAKULLA,12129,2024214N18298,DEBBY,1,50
WAKULLA,12129,2024266N14277,HELENE,1,64
WAKULLA,12129,2024278N21265,MILTON,1,34
WALTON,12131,2016158N22272,COLIN,1,34
WALTON,12131,2016242N24279,HERMINE,1,50
WALTON,12131,2017242N16333,IRMA,1,34
WALTON,12131,2018146N19273,ALBERTO,1,34
WALTON,12131,2018280N18273,MICHAEL,1,64
WALTON,12131,2019291N22264,NESTOR,1,34
WALTON,12131,2020256N25281,SALLY,1,50
WALTON,12131,2020299N18277,ZETA,1,34
WALTON,12131,2021222N14301,FRED,1,50
WALTON,12131,2022266N12294,IAN,1,34
WALTON,12131,2022311N21293,NICOLE,1,34
WALTON,12131,2023239N21274,IDALIA,1,34
WALTON,12131,2024266N14277,HELENE,1,34
WASHINGTON,12133,2016158N22272,COLIN,1,34
WASHINGTON,12133,2016242N24279,HERMINE,1,50
WASHINGTON,12133,2017242N16333,IRMA,1,34
WASHINGTON,12133,2018146N19273,ALBERTO,1,34
WASHINGTON,12133,2018280N18273,MICHAEL,1,64
WASHINGTON,12133,2019291N22264,NESTOR,1,34
WASHINGTON,12133,2020256N25281,SALLY,1,34
WASHINGTON,12133,2020299N18277,ZETA,1,34
WASHINGTON,12133,2021222N14301,FRED,1,50
WASHINGTON,12133,2022266N12294,IAN,1,34
WASHINGTON,12133,2022311N21293,NICOLE,1,34
WASHINGTON,12133,2023239N21274,IDALIA,1,34
WASHINGTON,12133,2024214N18298,DEBBY,1,34
WASHINGTON,12133,2024266N14277,HELENE,1,34
