EventName,StateName,CountyName,Hazard,StartDate,EndDate,Month,Quarter,Year,Duration_Days,Location,County_FIPS,Remarks,Fatalities,FatalitiesPerCapita,Fatalities_Duration,Injuries,InjuriesPerCapita,Injuries_Duration,PropertyDmg,PropertyDmg(ADJ),PropertyDmgPerCapita,PropertyDmgDuration
Hurricane 2017 Irma,GEORGIA,Emanuel, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13107,NCDC_Tropical Storm,0,0,0,0,0,0,300000,362093.38,16.09,1
Hurricane 2017 Irma,GEORGIA,Fayette, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13113,NCDC_Tropical Storm,0,0,0,0,0,0,100000,120697.79,1.07,1
Hurricane 2017 Irma,GEORGIA,Floyd, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13115,NCDC_Tropical Storm,0,0,0,0,0,0,25000,30174.45,0.31,1
Hurricane 2020 Delta,GEORGIA,Floyd," Severe Storm/Thunder Storm, Wind",10/10/20,10/10/20,10,4,2020,1,,13115,NCDC_Thunderstorm Wind,0,0,0,0,0,0,10000,11485.6,0.12,1
Hurricane 2017 Irma,GEORGIA,Forsyth, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13117,NCDC_Tropical Storm,1,0,1,1,0,1,100000,120697.79,0.53,1
Hurricane 2020 Isaias,GEORGIA,Forsyth," Severe Storm/Thunder Storm, Wind",8/3/20,8/3/20,8,3,2020,1,,13117,NCDC_Thunderstorm Wind,0,0,0,0,0,0,100000,114855.99,0.45,1
Hurricane 2017 Irma,GEORGIA,Franklin, Wind,9/11/17,9/11/17,9,3,2017,1,,13119,NCDC_High Wind,0,0,0,0,0,0,10000,12069.78,0.53,1
Hurricane 2017 Irma,GEORGIA,Fulton, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13121,NCDC_Tropical Storm,0,0,0,0,0,0,250000,301744.48,0.29,1
Hurricane 2017 Irma,GEORGIA,Fulton, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13121,NCDC_Tropical Storm,1,0,1,0,0,0,250000,301744.48,0.29,1
Hurricane 2018 Michael,GEORGIA,Fulton, Tornado,10/10/18,10/10/18,10,4,2018,1,,13121,NCDC_Tornado,0,0,0,0,0,0,10000,11989.32,0.01,1
Hurricane 2020 Isaias,GEORGIA,Fulton, Flooding,8/3/20,8/3/20,8,3,2020,1,,13121,NCDC_Flash Flood,0,0,0,0,0,0,10000,11485.6,0.01,1
Hurricane 2020 Isaias,GEORGIA,Fulton," Severe Storm/Thunder Storm, Wind",8/3/20,8/3/20,8,3,2020,1,,13121,NCDC_Thunderstorm Wind,0,0,0,0,0,0,25000,28714,0.03,1
Hurricane 2020 Sally,GEORGIA,Fulton, Wind,9/16/20,9/16/20,9,3,2020,1,,13121,NCDC_Strong Wind,1,0,1,2,0,1,200000,229711.99,0.21,1
Hurricane 2017 Irma,GEORGIA,Gilmer, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13123,NCDC_Tropical Storm,0,0,0,0,0,0,50000,60348.9,1.98,1
Hurricane 2020 Isaias,GEORGIA,Gilmer," Severe Storm/Thunder Storm, Wind",8/4/20,8/4/20,8,3,2020,1,,13123,NCDC_Thunderstorm Wind,0,0,0,0,0,0,1000,1148.56,0.04,1
Hurricane 2017 Irma,GEORGIA,Glascock, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13125,NCDC_Tropical Storm,0,0,0,0,0,0,75000,90523.35,29.68,1
Hurricane 2020 Sally,GEORGIA,Glynn, Flooding,9/15/20,9/15/20,9,3,2020,1,,13127,NCDC_Flood,0,0,0,0,0,0,1000,1148.56,0.01,1
Hurricane 2017 Irma,GEORGIA,Gordon, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13129,NCDC_Tropical Storm,0,0,0,0,0,0,40000,48279.12,0.84,1
Hurricane 2020 Isaias,GEORGIA,Gordon, Hail,8/3/20,8/3/20,8,3,2020,1,,13129,NCDC_Hail,0,0,0,0,0,0,290000,333082.38,5.77,1
Hurricane 2020 Isaias,GEORGIA,Gordon, Hail,8/3/20,8/3/20,8,3,2020,1,,13129,NCDC_Hail,0,0,0,0,0,0,290000,333082.38,5.77,1
Hurricane 2020 Isaias,GEORGIA,Gordon," Severe Storm/Thunder Storm, Wind",8/3/20,8/3/20,8,3,2020,1,,13129,NCDC_Thunderstorm Wind,0,0,0,0,0,0,25000,28714,0.5,1
Hurricane 2017 Irma,GEORGIA,Grady, Hurricane/Tropical Storm,9/10/17,9/11/17,9,3,2017,2,,13131,NCDC_Tropical Storm,0,0,0,0,0,0,1000000,1206977.94,48.77,2
Hurricane 2018 Michael,GEORGIA,Grady, Hurricane/Tropical Storm,10/10/18,10/10/18,10,4,2018,1,,13131,NCDC_Hurricane,0,0,0,0,0,0,50000000,59946579.89,2422.28,1
Hurricane 2020 Sally,GEORGIA,Grady," Severe Storm/Thunder Storm, Wind",9/16/20,9/16/20,9,3,2020,1,,13131,NCDC_Thunderstorm Wind,0,0,0,0,0,0,3000,3445.68,0.13,1
Hurricane 2017 Irma,GEORGIA,Greene, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13133,NCDC_Tropical Storm,0,0,0,0,0,0,175000,211221.14,12.27,1
Hurricane 2017 Irma,GEORGIA,Gwinnett, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13135,NCDC_Tropical Storm,0,0,0,0,0,0,3000000,3620933.81,3.94,1
Hurricane 2020 Isaias,GEORGIA,Gwinnett," Severe Storm/Thunder Storm, Wind",8/3/20,8/3/20,8,3,2020,1,,13135,NCDC_Thunderstorm Wind,0,0,0,0,0,0,5000,5742.8,0.01,1
Hurricane 2020 Sally,GEORGIA,Gwinnett, Wind,9/17/20,9/17/20,9,3,2020,1,,13135,NCDC_Strong Wind,1,0,1,0,0,0,0,0,0,0
Hurricane 2020 Delta,GEORGIA,Gwinnett," Severe Storm/Thunder Storm, Wind",10/10/20,10/10/20,10,4,2020,1,,13135,NCDC_Thunderstorm Wind,0,0,0,0,0,0,25000,28714,0.03,1
Hurricane 2020 Delta,GEORGIA,Gwinnett, Tornado,10/10/20,10/10/20,10,4,2020,1,,13135,NCDC_Tornado,0,0,0,0,0,0,100000,114855.99,0.12,1
Hurricane 2020 Zeta,GEORGIA,Gwinnett, Hurricane/Tropical Storm,10/28/20,10/29/20,10,4,2020,2,,13135,NCDC_Tropical Storm,2,0,2,0,0,0,0,0,0,0
Hurricane 2017 Irma,GEORGIA,Habersham, Wind,9/11/17,9/11/17,9,3,2017,1,,13137,NCDC_High Wind,0,0,0,0,0,0,10000,12069.78,0.27,1
Hurricane 2020 Delta,GEORGIA,Habersham, Flooding,10/11/20,10/11/20,10,4,2020,1,,13137,NCDC_Flash Flood,0,0,0,0,0,0,200000,229711.99,4.98,1
Hurricane 2020 Delta,GEORGIA,Habersham, Flooding,10/11/20,10/11/20,10,4,2020,1,,13137,NCDC_Flood,0,0,0,0,0,0,10000,11485.6,0.25,1
Hurricane 2020 Zeta,GEORGIA,Habersham, Hurricane/Tropical Storm,10/29/20,10/29/20,10,4,2020,1,,13137,NCDC_Tropical Storm,0,0,0,0,0,0,500000,574279.97,12.45,1
Hurricane 2017 Irma,GEORGIA,Hall, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13139,NCDC_Tropical Storm,0,0,0,0,0,0,200000,241395.59,1.21,1
Hurricane 2020 Isaias,GEORGIA,Hall," Severe Storm/Thunder Storm, Wind",8/3/20,8/3/20,8,3,2020,1,,13139,NCDC_Thunderstorm Wind,0,0,0,0,0,0,200000,229711.99,1.13,1
Hurricane 2020 Delta,GEORGIA,Hall, Flooding,10/10/20,10/11/20,10,4,2020,2,,13139,NCDC_Flash Flood,0,0,0,0,0,0,10000,11485.6,0.06,2
Hurricane 2020 Delta,GEORGIA,Hall, Flooding,10/10/20,10/11/20,10,4,2020,2,,13139,NCDC_Flash Flood,0,0,0,0,0,0,15000,17228.4,0.08,2
Hurricane 2020 Delta,GEORGIA,Hall, Flooding,10/10/20,10/11/20,10,4,2020,2,,13139,NCDC_Flash Flood,0,0,0,0,0,0,10000,11485.6,0.06,2
Hurricane 2020 Delta,GEORGIA,Hall, Flooding,10/10/20,10/11/20,10,4,2020,2,,13139,NCDC_Flash Flood,0,0,0,0,0,0,10000,11485.6,0.06,2
Hurricane 2020 Delta,GEORGIA,Hall, Flooding,10/10/20,10/11/20,10,4,2020,2,,13139,NCDC_Flash Flood,0,0,0,0,0,0,10000,11485.6,0.06,2
Hurricane 2017 Irma,GEORGIA,Hancock, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13141,NCDC_Tropical Storm,0,0,0,0,0,0,50000,60348.9,7.06,1
Hurricane 2017 Irma,GEORGIA,Haralson, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13143,NCDC_Tropical Storm,0,0,0,0,0,0,40000,48279.12,1.65,1
Hurricane 2017 Irma,GEORGIA,Harris, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13145,NCDC_Tropical Storm,0,0,0,0,0,0,50000,60348.9,1.78,1
Hurricane 2017 Irma,GEORGIA,Hart, Wind,9/11/17,9/11/17,9,3,2017,1,,13147,NCDC_High Wind,0,0,0,0,0,0,10000,12069.78,0.47,1
Hurricane 2017 Irma,GEORGIA,Heard, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13149,NCDC_Tropical Storm,0,0,0,0,0,0,50000,60348.9,5.13,1
Hurricane 2017 Irma,GEORGIA,Henry, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13151,NCDC_Tropical Storm,0,0,0,0,0,0,250000,301744.48,1.34,1
Hurricane 2017 Harvey,GEORGIA,Houston," Severe Storm/Thunder Storm, Wind",8/31/17,8/31/17,8,3,2017,1,,13153,NCDC_Thunderstorm Wind,0,0,0,0,0,0,2000,2413.96,0.02,1
Hurricane 2017 Harvey,GEORGIA,Houston," Severe Storm/Thunder Storm, Wind",8/31/17,8/31/17,8,3,2017,1,,13153,NCDC_Thunderstorm Wind,0,0,0,0,0,0,2000,2413.96,0.02,1
Hurricane 2017 Harvey,GEORGIA,Houston," Severe Storm/Thunder Storm, Wind",8/31/17,8/31/17,8,3,2017,1,,13153,NCDC_Thunderstorm Wind,0,0,0,0,0,0,6000,7241.87,0.05,1
Hurricane 2017 Harvey,GEORGIA,Houston," Severe Storm/Thunder Storm, Wind",8/31/17,8/31/17,8,3,2017,1,,13153,NCDC_Thunderstorm Wind,0,0,0,0,0,0,5000,6034.89,0.04,1
Hurricane 2017 Irma,GEORGIA,Houston, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13153,NCDC_Tropical Storm,0,0,0,1,0,1,300000,362093.38,2.36,1
Hurricane 2020 Sally,GEORGIA,Houston, Flooding,9/17/20,9/17/20,9,3,2020,1,,13153,NCDC_Flash Flood,0,0,0,0,0,0,40000,45942.4,0.28,1
Hurricane 2017 Irma,GEORGIA,Irwin, Hurricane/Tropical Storm,9/10/17,9/11/17,9,3,2017,2,,13155,NCDC_Tropical Storm,0,0,0,0,0,0,1000000,1206977.94,128.63,2
Hurricane 2018 Michael,GEORGIA,Irwin, Hurricane/Tropical Storm,10/10/18,10/10/18,10,4,2018,1,,13155,NCDC_Tropical Storm,0,0,0,0,0,0,250000,299732.9,31.89,1
Hurricane 2017 Irma,GEORGIA,Jackson, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13157,NCDC_Tropical Storm,0,0,0,0,0,0,75000,90523.35,1.34,1
Hurricane 2017 Irma,GEORGIA,Jasper, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,Jasper,13159,Tropical Storm,0,0,0,0,0,0,75000,90523.35,6.52,1
Hurricane 2017 Irma,GEORGIA,Jasper, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13159,NCDC_Tropical Storm,0,0,0,0,0,0,75000,90523.35,6.52,1
Hurricane 2017 Irma,GEORGIA,Jefferson, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13163,NCDC_Tropical Storm,0,0,0,0,0,0,150000,181046.69,11.6,1
Hurricane 2020 Sally,GEORGIA,Jefferson, Flooding,9/17/20,9/17/20,9,3,2020,1,,13163,NCDC_Flash Flood,0,0,0,0,0,0,30000,34456.8,2.2,1
Hurricane 2020 Sally,GEORGIA,Jefferson, Flooding,9/17/20,9/17/20,9,3,2020,1,,13163,NCDC_Flash Flood,0,0,0,0,0,0,10000,11485.6,0.73,1
Hurricane 2017 Irma,GEORGIA,Jenkins, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13165,NCDC_Tropical Depression,0,0,0,0,0,0,200000,241395.59,27.51,1
Hurricane 2017 Irma,GEORGIA,Johnson, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13167,NCDC_Tropical Storm,0,0,0,0,0,0,200000,241395.59,24.73,1
Hurricane 2017 Irma,GEORGIA,Jones, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13169,NCDC_Tropical Storm,0,0,0,0,0,0,75000,90523.35,3.18,1
Hurricane 2017 Irma,GEORGIA,Lamar, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13171,NCDC_Tropical Storm,0,0,0,0,0,0,75000,90523.35,4.86,1
Hurricane 2020 Isaias,GEORGIA,Lamar," Severe Storm/Thunder Storm, Wind",8/3/20,8/3/20,8,3,2020,1,,13171,NCDC_Thunderstorm Wind,0,0,0,0,0,0,6000,6891.36,0.37,1
Hurricane 2017 Irma,GEORGIA,Lanier, Hurricane/Tropical Storm,9/10/17,9/11/17,9,3,2017,2,,13173,NCDC_Tropical Storm,0,0,0,0,0,0,1000000,1206977.94,115.69,2
Hurricane 2018 Michael,GEORGIA,Lanier, Hurricane/Tropical Storm,10/10/18,10/10/18,10,4,2018,1,,13173,NCDC_Tropical Storm,0,0,0,0,0,0,100000,119893.16,11.6,1
Hurricane 2017 Irma,GEORGIA,Laurens, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13175,NCDC_Tropical Storm,0,0,0,0,0,0,150000,181046.69,3.82,1
Hurricane 2018 Michael,GEORGIA,Laurens, Hurricane/Tropical Storm,10/10/18,10/11/18,10,4,2018,2,,13175,NCDC_Hurricane,0,0,0,0,0,0,1200000,1438717.92,30.4,2
Hurricane 2020 Isaias,GEORGIA,Laurens," Severe Storm/Thunder Storm, Wind",8/3/20,8/3/20,8,3,2020,1,,13175,NCDC_Thunderstorm Wind,0,0,0,0,0,0,1000,1148.56,0.02,1
Hurricane 2017 Irma,GEORGIA,Lee, Hurricane/Tropical Storm,9/10/17,9/11/17,9,3,2017,2,,13177,NCDC_Tropical Storm,0,0,0,0,0,0,2000000,2413955.87,81.99,2
Hurricane 2018 Michael,GEORGIA,Lee, Hurricane/Tropical Storm,10/10/18,10/10/18,10,4,2018,1,,13177,NCDC_Hurricane,0,0,0,0,0,0,5000000,5994657.99,201.41,1
Hurricane 2017 Irma,GEORGIA,Liberty, Flooding,9/11/17,9/11/17,9,3,2017,1,,13179,NCDC_Storm Surge/Tide,0,0,0,0,0,0,2900000,3500236.01,56.69,1
Hurricane 2017 Irma,GEORGIA,Long, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13183,NCDC_Tropical Depression,0,0,0,0,0,0,200000,241395.59,12.86,1
Hurricane 2017 Irma,GEORGIA,Lowndes, Hurricane/Tropical Storm,9/10/17,9/11/17,9,3,2017,2,,13185,NCDC_Tropical Storm,0,0,0,0,0,0,9000000,10862801.42,94.14,2
Hurricane 2018 Michael,GEORGIA,Lowndes, Hurricane/Tropical Storm,10/10/18,10/10/18,10,4,2018,1,,13185,NCDC_Tropical Storm,0,0,0,0,0,0,200000,239786.32,2.06,1
Hurricane 2017 Irma,GEORGIA,Lumpkin, Hurricane/Tropical Storm,9/11/17,9/12/17,9,3,2017,2,,13187,NCDC_Tropical Storm,0,0,0,0,0,0,375000,452616.73,13.79,2
Hurricane 2020 Delta,GEORGIA,Lumpkin, Flooding,10/10/20,10/11/20,10,4,2020,2,,13187,NCDC_Flash Flood,0,0,0,0,0,0,10000,11485.6,0.34,2
Hurricane 2017 Harvey,GEORGIA,Macon," Severe Storm/Thunder Storm, Wind",8/31/17,8/31/17,8,3,2017,1,,13193,NCDC_Thunderstorm Wind,0,0,0,0,0,0,6000,7241.87,0.55,1
Hurricane 2017 Irma,GEORGIA,Macon, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13193,NCDC_Tropical Storm,0,0,0,0,0,0,200000,241395.59,18.22,1
Hurricane 2020 Laura,GEORGIA,Macon," Severe Storm/Thunder Storm, Wind",8/30/20,8/30/20,8,3,2020,1,,13193,NCDC_Thunderstorm Wind,0,0,0,0,0,0,4000,4594.24,0.38,1
Hurricane 2017 Irma,GEORGIA,Madison, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13195,NCDC_Tropical Storm,0,0,0,0,0,0,100000,120697.79,4.12,1
Hurricane 2017 Irma,GEORGIA,Marion, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13197,NCDC_Tropical Storm,0,0,0,0,0,0,50000,60348.9,7.17,1
Hurricane 2020 Sally,GEORGIA,Marion, Flooding,9/17/20,9/17/20,9,3,2020,1,,13197,NCDC_Flash Flood,0,0,0,0,0,0,15000,17228.4,2.29,1
Hurricane 2017 Irma,GEORGIA,McIntosh, Flooding,9/11/17,9/11/17,9,3,2017,1,,13191,NCDC_Flash Flood,0,0,0,0,0,0,25000,30174.45,2.14,1
Hurricane 2017 Irma,GEORGIA,McIntosh, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13191,NCDC_Tropical Depression,0,0,0,0,0,0,966000,1165940.69,82.68,1
Hurricane 2017 Irma,GEORGIA,McIntosh, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13191,NCDC_Tropical Storm,0,0,0,0,0,0,967000,1167147.66,82.76,1
Hurricane 2017 Irma,GEORGIA,McIntosh, Flooding,9/11/17,9/11/17,9,3,2017,1,,13191,NCDC_Storm Surge/Tide,0,0,0,0,0,0,967000,1167147.66,82.76,1
Hurricane 2017 Irma,GEORGIA,Meriwether, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13199,NCDC_Tropical Storm,0,0,0,0,0,0,25000,30174.45,1.43,1
Hurricane 2020 Delta,GEORGIA,Meriwether," Severe Storm/Thunder Storm, Wind",10/10/20,10/10/20,10,4,2020,1,,13199,NCDC_Thunderstorm Wind,0,0,0,0,0,0,4000,4594.24,0.22,1
Hurricane 2017 Irma,GEORGIA,Miller, Hurricane/Tropical Storm,9/10/17,9/11/17,9,3,2017,2,,13201,NCDC_Tropical Storm,0,0,0,0,0,0,100000,120697.79,20.69,2
Hurricane 2018 Michael,GEORGIA,Miller, Hurricane/Tropical Storm,10/10/18,10/10/18,10,4,2018,1,,13201,NCDC_Hurricane,0,0,0,0,0,0,250000000,299732899.4,52714.19,1
Hurricane 2017 Irma,GEORGIA,Mitchell, Hurricane/Tropical Storm,9/10/17,9/11/17,9,3,2017,2,,13205,NCDC_Tropical Storm,0,0,0,0,0,0,200000,241395.59,10.81,2
Hurricane 2018 Michael,GEORGIA,Mitchell, Hurricane/Tropical Storm,10/10/18,10/10/18,10,4,2018,1,,13205,NCDC_Hurricane,0,0,0,0,0,0,50000000,59946579.89,2701.27,1
Hurricane 2017 Irma,GEORGIA,Monroe, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13207,NCDC_Tropical Storm,0,0,0,0,0,0,75000,90523.35,3.33,1
Hurricane 2016 Matthew,GEORGIA,Montgomery, Hurricane/Tropical Storm,10/7/16,10/8/16,10,4,2016,2,,13209,NCDC_Tropical Storm,0,0,0,0,0,0,1000,1231.97,0.14,2
Hurricane 2017 Irma,GEORGIA,Montgomery, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13209,NCDC_Tropical Storm,0,0,0,0,0,0,50000,60348.9,6.66,1
Hurricane 2017 Irma,GEORGIA,Morgan, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13211,NCDC_Tropical Storm,0,0,0,0,0,0,200000,241395.59,13.13,1
Hurricane 2017 Irma,GEORGIA,Murray, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13213,NCDC_Tropical Storm,0,0,0,0,0,0,10000,12069.78,0.3,1
Hurricane 2017 Irma,GEORGIA,Muscogee, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13215,NCDC_Tropical Storm,0,0,0,0,0,0,185000,223290.92,1.15,1
Hurricane 2020 Isaias,GEORGIA,Muscogee," Severe Storm/Thunder Storm, Wind",8/3/20,8/3/20,8,3,2020,1,,13215,NCDC_Thunderstorm Wind,0,0,0,0,0,0,12000,13782.72,0.07,1
Hurricane 2017 Irma,GEORGIA,Newton, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13217,NCDC_Tropical Storm,0,0,0,0,0,0,250000,301744.48,2.8,1
Hurricane 2020 Delta,GEORGIA,Newton, Tornado,10/10/20,10/10/20,10,4,2020,1,,13217,NCDC_Tornado,0,0,0,0,0,0,250000,287139.98,2.54,1
Hurricane 2017 Irma,GEORGIA,Oconee, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13219,NCDC_Tropical Storm,0,0,0,0,0,0,100000,120697.79,3.18,1
Hurricane 2020 Isaias,GEORGIA,Oconee," Severe Storm/Thunder Storm, Wind",8/3/20,8/3/20,8,3,2020,1,,13219,NCDC_Thunderstorm Wind,0,0,0,0,0,0,12000,13782.72,0.33,1
Hurricane 2017 Irma,GEORGIA,Oglethorpe, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13221,NCDC_Tropical Storm,0,0,0,0,0,0,75000,90523.35,6.08,1
Hurricane 2017 Irma,GEORGIA,Paulding, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13223,NCDC_Tropical Storm,0,0,0,0,0,0,40000,48279.12,0.3,1
Hurricane 2017 Irma,GEORGIA,Peach, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13225,NCDC_Tropical Storm,0,0,0,0,0,0,100000,120697.79,4.49,1
Hurricane 2018 Michael,GEORGIA,Peach, Tornado,10/10/18,10/10/18,10,4,2018,1,,13225,NCDC_Tornado,0,0,0,0,0,0,5000,5994.66,0.22,1
Hurricane 2017 Irma,GEORGIA,Pickens, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13227,NCDC_Tropical Storm,0,0,0,0,0,0,100000,120697.79,3.83,1
Hurricane 2020 Isaias,GEORGIA,Pickens," Severe Storm/Thunder Storm, Wind",8/3/20,8/3/20,8,3,2020,1,,13227,NCDC_Thunderstorm Wind,0,0,0,0,0,0,15000,17228.4,0.52,1
Hurricane 2017 Irma,GEORGIA,Pike, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13231,NCDC_Tropical Storm,0,0,0,0,0,0,100000,120697.79,6.63,1
Hurricane 2020 Delta,GEORGIA,Pike, Tornado,10/10/20,10/10/20,10,4,2020,1,,13231,NCDC_Tornado,0,0,0,0,0,0,50000,57428,3.03,1
Hurricane 2017 Irma,GEORGIA,Polk, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13233,NCDC_Tropical Storm,0,0,0,0,0,0,15000,18104.67,0.43,1
Hurricane 2020 Delta,GEORGIA,Polk," Severe Storm/Thunder Storm, Wind",10/10/20,10/10/20,10,4,2020,1,,13233,NCDC_Thunderstorm Wind,0,0,0,0,0,0,8000,9188.48,0.21,1
Hurricane 2017 Irma,GEORGIA,Pulaski, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13235,NCDC_Tropical Storm,0,0,0,0,0,0,100000,120697.79,10.77,1
Hurricane 2017 Irma,GEORGIA,Putnam, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13237,NCDC_Tropical Storm,0,0,0,0,0,0,75000,90523.35,4.17,1
Hurricane 2017 Irma,GEORGIA,Quitman, Hurricane/Tropical Storm,9/10/17,9/11/17,9,3,2017,2,,13239,NCDC_Tropical Storm,0,0,0,0,0,0,15000,18104.67,7.71,2
Hurricane 2018 Michael,GEORGIA,Quitman, Hurricane/Tropical Storm,10/10/18,10/10/18,10,4,2018,1,,13239,NCDC_Tropical Storm,0,0,0,0,0,0,230000,275754.27,121,1
Hurricane 2017 Irma,GEORGIA,Rabun, Wind,9/11/17,9/11/17,9,3,2017,1,,13241,NCDC_High Wind,0,0,0,0,0,0,10000,12069.78,0.73,1
Hurricane 2020 Delta,GEORGIA,Rabun, Flooding,10/11/20,10/11/20,10,4,2020,1,,13241,NCDC_Flash Flood,0,0,0,0,0,0,10000,11485.6,0.68,1
Hurricane 2020 Delta,GEORGIA,Rabun, Flooding,10/11/20,10/11/20,10,4,2020,1,,13241,NCDC_Flood,0,0,0,0,0,0,1000,1148.56,0.07,1
Hurricane 2017 Irma,GEORGIA,Randolph, Hurricane/Tropical Storm,9/10/17,9/11/17,9,3,2017,2,,13243,NCDC_Tropical Storm,0,0,0,0,0,0,200000,241395.59,34.53,2
Hurricane 2018 Michael,GEORGIA,Randolph, Hurricane/Tropical Storm,10/10/18,10/10/18,10,4,2018,1,,13243,NCDC_Tropical Storm,0,0,0,0,0,0,1000000,1198931.6,175.46,1
Hurricane 2018 Michael,GEORGIA,Richmond, Flooding,10/11/18,10/11/18,10,4,2018,1,,13245,NCDC_Flash Flood,0,0,0,0,0,0,25000,29973.29,0.15,1
Hurricane 2020 Sally,GEORGIA,Richmond, Flooding,9/17/20,9/17/20,9,3,2020,1,,13245,NCDC_Flash Flood,0,0,0,0,0,0,50000,57428,0.28,1
Hurricane 2017 Irma,GEORGIA,Rockdale, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13247,NCDC_Tropical Storm,0,0,0,0,0,0,150000,181046.69,2.01,1
Hurricane 2020 Isaias,GEORGIA,Rockdale," Severe Storm/Thunder Storm, Wind",8/3/20,8/3/20,8,3,2020,1,,13247,NCDC_Thunderstorm Wind,0,0,0,0,0,0,5000,5742.8,0.06,1
Hurricane 2017 Irma,GEORGIA,Schley, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13249,NCDC_Tropical Storm,0,0,0,0,0,0,50000,60348.9,11.49,1
Hurricane 2017 Irma,GEORGIA,Seminole, Hurricane/Tropical Storm,9/10/17,9/11/17,9,3,2017,2,,13253,NCDC_Tropical Storm,0,0,0,0,0,0,150000,181046.69,21.85,2
Hurricane 2018 Michael,GEORGIA,Seminole, Hurricane/Tropical Storm,10/10/18,10/10/18,10,4,2018,1,,13253,NCDC_Hurricane,1,0,1,0,0,0,300000000,359679479.3,43256.7,1
Hurricane 2017 Irma,GEORGIA,Spalding, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13255,NCDC_Tropical Storm,0,0,0,0,0,0,700000,844884.56,12.92,1
Hurricane 2017 Irma,GEORGIA,Stephens, Wind,9/11/17,9/11/17,9,3,2017,1,,13257,NCDC_High Wind,0,0,0,0,0,0,10000,12069.78,0.47,1
Hurricane 2017 Irma,GEORGIA,Stewart, Hurricane/Tropical Storm,9/11/17,9/11/17,9,3,2017,1,,13259,NCDC_Tropical Storm,0,0,0,0,0,0,50000,60348.9,9.77,1
